Communication_Group,Communication_Type,Fuel_Type,Zone,Supplier,Elec_Customer_No,Gas_Customer_No,Title,First_Name,Last_Name,Address_Line_1,Address_Line_2,Address_Line_3,Town,Postcode,Title_1,First_Name_1,Last_Name_1,Title_2,First_Name_2,Last_Name_2,Email_Address,Elec_Paperless,Gas_Paperless,Elec_Old_Stdg_Chrg,Elec_New_Stdg_Chrg,Elec_Old_Unit_1_Inc_Vat,Elec_New_Unit_1_Inc_Vat,Elec_Old_Unit_2_Inc_Vat,Elec_New_Unit_2_Inc_Vat,Elec_Old_Unit_3_Inc_Vat,Elec_New_Unit_3_Inc_Vat,Elec_Old_Unit_4_Inc_Vat,Elec_New_Unit_4_Inc_Vat,Gas_Old_Stdg_Chrg_Inc_Vat,Gas_New_Stdg_Chrg_Inc_Vat,Gas_Old_Unit_1_Inc_Vat,Gas_New_Unit_1_Inc_Vat,Elec_Total_Old_Cost,Elec_Total_New_Cost,Elec_Total_Savings_Cost,Elec_Total_Increase_Cost,Gas_Total_Old_Cost,Gas_Total_New_Cost,Gas_Total_Savings_Cost,Gas_Total_Increase_Cost,Cheapest_Similar_Tariff,Elec_Cheapest_Saving,Cheapest_Overall_Tariff,Elec_Cheapest_Overall_saving,Gas_Cheapest_Similar_Tariff,Gas_Cheapest_Saving,Gas_Cheapest_Overall_Tariff,Gas_Overall_Saving,Elec_Annual_Flag,Elec_Annual_Usage,SPID,Elec_Tariff_Name,Elec_Payment_Method,Gas_Annual_Flag,Gas_Annual_Usage,Gas_SPID,Gas_Tariff_Name,Gas_Payment_Method,Elec_Current_Prices_Until,Gas_Current_Prices_Until,Price_Implementation_Date,Price_Promise_Date,Cancellation_Date,Front_Of_Letter_No,Website,Elec_Price_Table_Code,Gas_Price_Table_Code,Date_Last_Updated,Total_Change,Total_Old_Costs,Total_New_Costs,Anytime_Consumption,Peak_Consumption,OffPeak_Consumption,Heating_Consumption,Evening_And_Weekend_Consumption,Marketing_pref,Beyond_eligibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,6971592,6971592,,Alanah,Longshaw,100 Firs Crescent,,,STIRLING,FK70AG,,,,,,,,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,461.55,481.13,0.00,19.58,572.65,622.84,0.00,50.19,Pay As You Go,0.00,1 Year Fixed Loyalty,14.95,Pay As You Go,0.00,1 Year Fixed Loyalty,16.84,A,968.00,N/A,Pay As You Go,Prepayment,A,7603.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,69.77,1034.20,1103.97,968,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,7065788,7065788,,Sandra,Gilchrist,18 Tollbrae Avenue,,,AIRDRIE,ML69NG,,,,,,,weesani06@gmail.com,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,868.37,913.41,0.00,45.04,1351.49,1483.39,0.00,131.90,Pay As You Go,0.00,1 Year Fixed Loyalty,31.68,Pay As You Go,0.00,1 Year Fixed Loyalty,35.91,E,2700.00,N/A,Pay As You Go,Prepayment,A,20570.84,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,176.94,2219.86,2396.80,2700,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,26131956,26131956,,Christopher,Gencile,443,G/1,,GLASGOW,G459DJ,,,,,,,gym49carntyne@gmail.com,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,619.16,648.60,0.00,29.44,204.48,216.06,0.00,11.58,Pay As You Go,0.00,1 Year Fixed Loyalty,21.43,Pay As You Go,0.00,1 Year Fixed Loyalty,7.84,A,1639.00,N/A,Pay As You Go,Prepayment,A,1473.04,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,41.02,823.64,864.66,1639,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,26099336,26099336,Miss,Megan,McLean,"5D, LANGLOAN CRESCENT",,,COATBRIDGE,ML51HW,,,,,,,meganmcleann@googlemail.com,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,582.28,609.42,0.00,27.14,239.91,255.21,0.00,15.30,Pay As You Go,0.00,1 Year Fixed Loyalty,19.92,Pay As You Go,0.00,1 Year Fixed Loyalty,8.71,A,1482.00,N/A,Pay As You Go,Prepayment,A,2062.98,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,42.44,822.19,864.63,1482,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,23671437,23671437,Miss,Danni,Stewart,5 Lochearn Crescent,,,PAISLEY,PA2 9HB,Miss,Danni,Stewart,,,,dannidstewart@gmail.com,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,355.15,368.07,0.00,12.92,171.77,179.91,0.00,8.14,Pay As You Go,0.00,1 Year Fixed Loyalty,10.57,Pay As You Go,0.00,1 Year Fixed Loyalty,7.03,A,515.00,N/A,Pay As You Go,Prepayment,A,928.33,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,21.06,526.92,547.98,515,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,24211555,24211555,Miss,Andrea,Dobie,53 Well Road,Auchinleck,,CUMNOCK,KA18 2JY,Mr,Michael,Magorian,,,,andreadobie@outlook.com,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,574.06,600.68,0.00,26.62,1180.51,1294.47,0.00,113.96,Pay As You Go,0.00,1 Year Fixed Loyalty,19.57,Pay As You Go,0.00,1 Year Fixed Loyalty,31.72,A,1447.00,N/A,Pay As You Go,Prepayment,A,17724.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,140.58,1754.57,1895.15,1447,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,2690070,2690070,Ms,Frances,McLean,70 Wallamhill Road Locharbriggs,,,DUMFRIES,DG1 1UP,,Tina,Hastings,,,,bjohnstone329@gmail.com,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,701.37,735.96,0.00,34.59,633.70,690.30,0.00,56.60,Pay As You Go,0.00,1 Year Fixed Loyalty,24.81,Pay As You Go,0.00,1 Year Fixed Loyalty,18.34,A,1989.00,N/A,Pay As You Go,Prepayment,A,8619.58,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,91.19,1335.07,1426.26,1989,0,0,0,0,EMAIL,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,23940754,23940754,Miss,Magdalena,Kantowska,Flat 1/2 37 Fairway Avenue,,,PAISLEY,PA2 8DH,,,,,,,,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,561.14,586.95,0.00,25.81,695.13,758.17,0.00,63.04,Pay As You Go,0.00,1 Year Fixed Loyalty,19.04,Pay As You Go,0.00,1 Year Fixed Loyalty,19.84,A,1392.00,N/A,Pay As You Go,Prepayment,A,9642.33,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,88.85,1256.27,1345.12,1392,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,23286205,23286205,Miss,Lorraine,Thomson,48 Brownhill Drive,,,KILBIRNIE,KA25 6ES,,,,,,,,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,782.17,821.81,0.00,39.64,784.88,857.34,0.00,72.46,Pay As You Go,0.00,1 Year Fixed Loyalty,28.13,Pay As You Go,0.00,1 Year Fixed Loyalty,22.04,A,2333.00,N/A,Pay As You Go,Prepayment,A,11136.69,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,112.10,1567.05,1679.15,2333,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,24034401,24034401,Miss,Simone,Soutar,3D Armour Street,,,JOHNSTONE,PA5 8HQ,,,,,,,,N,N,0.6416,0.6563,0.2349,0.2496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3178,0.3241,0.0601,0.0664,357.73,370.81,0.00,13.08,148.42,154.11,0.00,5.69,Pay As You Go,0.00,1 Year Fixed Loyalty,10.67,Pay As You Go,0.00,1 Year Fixed Loyalty,6.46,A,526.00,N/A,Pay As You Go,Prepayment,A,539.55,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,18.77,506.15,524.92,526,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,7084594,7084594,,Joanne,Muirhead,7 Netherton Road,,,BOOTLE,L206AT,,,,,,,joannemariexx79@gmail.com,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,719.10,752.27,0.00,33.17,447.28,484.10,0.00,36.82,Pay As You Go,0.00,1 Year Fixed Loyalty,8.63,Pay As You Go,0.00,1 Year Fixed Loyalty,9.70,A,1891.00,N/A,Pay As You Go,Prepayment,A,5479.91,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,69.99,1166.38,1236.37,1891,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,24571571,24571571,Ms,Samantha-Jo,Hale,59 Thirlmere Avenue,,,ST. HELENS,WA11 7PP,,,,,,,samantha-jo4@hotmail.co.uk,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,1258.02,1322.97,0.00,64.95,1685.82,1851.89,0.00,166.07,Pay As You Go,0.00,1 Year Fixed Loyalty,16.11,Pay As You Go,0.00,1 Year Fixed Loyalty,24.78,A,4053.00,N/A,Pay As You Go,Prepayment,A,25994.09,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,231.02,2943.84,3174.86,4053,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,24033824,24033824,Mrs,Linda,Grady,19 RUDYARD Road,,,LIVERPOOL,L14 5NN,,,,,,,,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,334.97,345.49,0.00,10.52,185.09,194.55,0.00,9.46,Pay As You Go,0.00,1 Year Fixed Loyalty,3.28,Pay As You Go,0.00,1 Year Fixed Loyalty,6.51,A,350.00,N/A,Pay As You Go,Prepayment,A,1137.13,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,19.98,520.06,540.04,350,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,8688882,8688882,,Marry,Cargin,"172 Lyme Cross Road,",,,LIVERPOOL,L368HB,,Ashley,Cargin,,,,,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,1122.66,1179.63,0.00,56.97,1203.86,1319.63,0.00,115.77,Pay As You Go,0.00,1 Year Fixed Loyalty,14.23,Pay As You Go,0.00,1 Year Fixed Loyalty,18.91,A,3510.00,N/A,Pay As You Go,Prepayment,A,18011.17,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,172.74,2326.52,2499.26,3510,0,0,0,0,OPTED OUT,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,24018224,24018224,Miss,Lisa,McGuffie,29 Raby Park Road,,,NESTON,CH64 9SW,,,,,,,mclisa1971@gmail.com,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,1058.60,1111.79,0.00,53.19,598.29,650.87,0.00,52.58,Pay As You Go,0.00,1 Year Fixed Loyalty,13.34,Pay As You Go,0.00,1 Year Fixed Loyalty,11.54,A,3253.00,N/A,Pay As You Go,Prepayment,A,7981.05,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,105.77,1656.89,1762.66,3253,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepayment - Non Exotic - Letter,POST,Dual Fuel,_D,OVO,24216951,24216951,Mr,James,Formby,20 Whitburn Road,,,LIVERPOOL,L33 9TT,,,,,,,formby2005@hotmail.co.uk,N,N,0.6787,0.6934,0.2493,0.2640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3190,0.3253,0.0604,0.0667,590.47,616.06,0.00,25.59,1192.62,1307.21,0.00,114.59,Pay As You Go,0.00,1 Year Fixed Loyalty,6.84,Pay As You Go,0.00,1 Year Fixed Loyalty,18.77,A,1375.00,N/A,Pay As You Go,Prepayment,A,17825.00,N/A,Pay As You Go,Prepayment,,,1st April 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,140.18,1783.09,1923.27,1375,0,0,0,0,POST,PROSPECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
