Communication_Group,Communication_Type,Fuel_Type,Zone_1,Supplier,Elec_Customer_No,Gas_Customer_No,Title,First_Name,Last_Name,Address_Line_1,Address_Line_2,Address_Line_3,Town,Postcode,Title_1,First_Name_1,Last_Name_1,Title_2,First_Name_2,Last_Name_2,Email_Address,Elec_Paperless,Gas_Paperless,Elec_Old_Stdg_Chrg,Elec_New_Stdg_Chrg,Elec_Old_Unit_1_Inc_Vat,Elec_New_Unit_1_Inc_Vat,Elec_Old_Unit_2_Inc_Vat,Elec_New_Unit_2_Inc_Vat,Elec_Old_Unit_3_Inc_Vat,Elec_New_Unit_3_Inc_VAT,Elec_Old_Unit_4_Inc_VAT,Elec_New_Unit_4_Inc_VAT,Gas_Old_Stdg_Chrg_Inc_Vat,Gas_New_Stdg_Chrg_Inc_Vat,Gas_Old_Unit_1_Inc_Vat,Gas_New_Unit_1_Inc_Vat,Elec_Total_Old_Cost,Elec_Total_New_Cost,Elec_Total_Savings_Cost,Elec_Total_Increase_Cost,Gas_Total_Old_Cost,Gas_Total_New_Cost,Gas_Total_Savings_Cost,Gas_Total_Increase_Cost,Elec_Cheapest_Similar_Tariff,Elec_Cheapest_Similar_Saving,Elec_Cheapest_Overall_Tariff,Elec_Cheapest_Overall_saving,Gas_Cheapest_Similar_Tariff,Gas_Cheapest_Similar_Saving,Gas_Cheapest_Overall_Tariff,Gas_Overall_Saving,Annual_Flag,Elec_Annual_Usage,SPID,Elec_Tariff_Name,Elec_Payment_Method,Gas_Annual_Flag,Gas_Annual_Usage,Gas_SPID,Gas_Tariff_Name,Gas_Payment_Method,Elec_Current_Prices_Until,Gas_Current_Prices_Until,Price_Implementation_Date,Price_Promise_Date,Cancellation_Date,Front_Of_Letter_No,Website,Elec_Price_Table_Code,Gas_Price_Table_Code,Date_Last_Updated,Total_Change,Total_Old_Costs,Total_New_Costs,Marketing_pref,Beyond_Eligibility,ANNUAL_USAGE_CHECK,OLD_SC_CHECK,NEW_SC_CHECK,SC_OLD_NEW_CHECK,NEW_UR_CHECK,OLD_EA_COST_CHECK,NEW_EA_COST_CHECK,EA_CHANGE_CHECK,PM_CHECK,LTR_TYPE,CREATIVE,INCR_DECR_CHECK,INCR_COST,UR_AMOUNT,HIGH_CHURN,CUST_NAME,ADD_1,ADD_2,ADD_3,ADD_4,ADD_5,ADD_6,SUPP_ADD,SEQ_NUM,PRINTDATE,MAILMARKBARCODE_PLAINTEXT,SORT CODE,BAG SEQUENCE,ZONE
Credit - Non Exotic - Email,POST,Dual Fuel,_A,OVO,23163953,23163953,Mr,Sarkhel,Fazel Latif,20 Sandringham Crescent,,,HARROW,HA2 9BS,,,,,,,,Y,Y,0.5668,0.5667,0.3047,0.302,0.178,0.1941,0,0,0,0,0.3631,0.3631,0.0648,0.0658,1173.18,1179.21,0,6.03,634.48,642.62,0,8.14,Simpler Energy,94.73,1 Year Fixed Loyalty,127.24,Simpler Energy,43.08,1 Year Fixed Loyalty,59.23,A,3516,N/A,Simpler Energy - Economy 7,On Demand,A,7748,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,14.17,1807.66,1821.83,POST,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,D,INCR,14.17,2,,Mr Sarkhel Fazel Latif,20 Sandringham Crescent,,,HARROW,,HA2 9BS,"20 Sandringham Crescent, Harrow, HA2 9BS",51,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24687030,24687030,,LINDSAY,SUTHERLAND,"25, Galloway Drive",Culloden,,INVERNESS,IV27ND,,,,,,,,N,N,0.6795,0.6794,0.2986,0.2986,0.1819,0.1934,0,0,0,0,0.3631,0.3631,0.0648,0.0657,533.55,536.14,0,2.59,758.77,767.91,0,9.14,Simpler Energy,45.88,1 Year Fixed Loyalty,56.08,Simpler Energy,48.14,1 Year Fixed Loyalty,64.48,A,1045,N/A,Simpler Energy - Economy 7,On Demand,A,9666.51,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,11.73,1292.32,1304.05,OPTED OUT,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,B,INCR,11.73,2,,Lindsay Sutherland,"25, Galloway Drive",Culloden,,INVERNESS,,IV27ND,"25, Galloway Drive, Culloden, Inverness, IV27ND",61,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24346627,24346627,,The Executors of Mr James McNair,,11 NAVER Road,,,THURSO,KW14 7QA,,,,,,,alchemic20@gmail.com,N,N,0.6795,0.6794,0.2814,0.2934,0.2359,0.2377,0,0,0,0,0.3631,0.3631,0.0648,0.0657,2671.28,2698.81,0,27.53,335.68,338.65,0,2.97,Simpler Energy - THTC,140.73,Simpler Energy - THTC,140.73,Simpler Energy,26.88,1 Year Fixed Loyalty,42.54,A,10090,N/A,Simpler Energy - THTC,On Demand,A,3135.85,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,30.5,3006.96,3037.46,OPTED OUT,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,B,INCR,30.5,2,,The Executors Of Mr James Mcnair,11 Naver Road,,,THURSO,,KW14 7QA,"11 Naver Road, Thurso, KW14 7QA",62,03-Dec-24,,,,
Credit - Non Exotic - Email,POST,Dual Fuel,_P,OVO,23140714,23140714,,Sandra BOWMAN,,317 HILTON Drive,,,ABERDEEN,AB24 4PQ,Ms,S,Bowman,,,,,Y,Y,0.6795,0.6794,0.2986,0.2991,0.1819,0.1927,0,0,0,0,0.3631,0.3631,0.0648,0.0657,478.11,480.31,0,2.2,393.55,397.35,0,3.8,Simpler Energy,42.11,1 Year Fixed Loyalty,50.45,Simpler Energy,29.78,1 Year Fixed Loyalty,45.53,A,839,N/A,Simpler Energy - Domestic Economy,On Demand,A,4029,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,6,871.66,877.66,POST,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,D,INCR,6,2,,Sandra Bowman,317 Hilton Drive,,,ABERDEEN,,AB24 4PQ,"317 Hilton Drive, Aberdeen, AB24 4PQ",63,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_P,OVO,24299993,24299993,Mr,David,MCCALLUM,2 COLLACE Crescent,,,DUNDEE,DD3 9RB,,,,,,,,N,N,0.6795,0.6794,0.2702,0.2793,0.2244,0.224,0,0,0,0,0.3631,0.3631,0.0648,0.0657,1221.3,1240.12,0,18.82,671.29,679.15,0,7.86,Simpler Energy,28.3,1 Year Fixed Loyalty,356.73,Simpler Energy,43.74,1 Year Fixed Loyalty,59.94,E,3900,N/A,Simpler Energy - Flex Rate,On Demand,A,8316.18,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,26.68,1892.59,1919.27,POST,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,D,INCR,26.68,2,,Mr David Mccallum,2 Collace Crescent,,,DUNDEE,,DD3 9RB,"2 Collace Crescent, Dundee, DD3 9RB",68,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_M,OVO,21811897,21811897,,Mohammed,Rehman,16 Mark Street,,,BRADFORD,BD5 8AX,,,,,,,s.rehman01@yahoo.com,N,N,0.7467,0.7466,0.2726,0.2739,0.1864,0.1967,0,0,0,0,0.3631,0.3631,0.0653,0.0664,899.88,926.46,0,26.58,1659.26,1683.8,0,24.54,Simpler Energy - Economy 7,57.57,1 Year Fixed Loyalty - Economy 7,73,Simpler Energy,92.88,1 Year Fixed Loyalty,110.66,A,3095,N/A,Simpler Energy - Economy 7,On Demand,A,23376.63,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,51.12,2559.14,2610.26,OPTED OUT,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,B,INCR,51.12,2,,Mohammed Rehman,16 Mark Street,,,BRADFORD,,BD5 8AX,"16 Mark Street, Bradford, BD5 8AX",71,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_C,OVO,21471899,21471899,,Mr & Mrs Hashim,Namazie,68 East SHEEN Avenue,,,LONDON,SW14 8AU,,,,,,,,N,N,0.4619,0.4619,0.2995,0.2979,0.1938,0.2085,0,0,0,0,0.3631,0.363,0.0664,0.0674,1283.03,1284.59,0,1.56,1842.25,1869.27,0,27.02,Simpler Energy,120.06,1 Year Fixed Loyalty,155.93,Simpler Energy,102.32,1 Year Fixed Loyalty,120.36,A,3888,N/A,Simpler Energy - Economy 7,On Demand,A,25764.4,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,28.58,3125.28,3153.86,POST,PROSPECTIVE,OK,OK,OK,ERROR,,OK,OK,OK,OK,PAYM,D,INCR,28.58,2,,Mr & Mrs Hashim Namazie,68 East Sheen Avenue,,,LONDON,,SW14 8AU,"68 East Sheen Avenue, London, SW14 8AU",81,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,23610747,23610747,Ms,Linda,Berwick,PF1 Ground Floor Right 69 Lochend Road South,,,EDINBURGH,EH7 6BS,,,,,,,lindaberwick58@gmail.com,N,N,0.701,0.701,0.2855,0.2868,0.1767,0.1871,0,0,0,0,0.3631,0.3631,0.0648,0.0657,819.27,829.19,0,9.92,3091.71,3134.88,0,43.17,Simpler Energy - Domestic Economy,46.74,1 Year Fixed Loyalty - Domestic Economy,67.51,Simpler Energy,165.2,1 Year Fixed Loyalty,185.33,A,2268,N/A,Simpler Energy - Domestic Economy,On Demand,A,45677,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,53.09,3910.98,3964.07,POST,PROSPECTIVE,OK,OK,OK,ERROR,,OK,OK,OK,OK,PAYM,D,INCR,53.09,2,,Ms Linda Berwick,Pf1 Ground Floor Right 69 Lochend Road South,,,EDINBURGH,,EH7 6BS,"Pf1 Ground Floor Right 69 Lochend Road South, Edinburgh, EH7 6BS",91,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,26127573,26127573,Miss,Lucinda,Elrick,"6, STALKER AVENUE",,,TILLICOULTRY,FK136EY,,,,,,,,N,N,0.701,0.701,0.286,0.2861,0.176,0.188,0,0,0,0,0.3631,0.3631,0.0648,0.0657,768.55,779.59,0,11.04,158.75,159.14,0,0.39,Simpler Energy - Economy 7,44.51,1 Year Fixed Loyalty - Economy 7,62.38,Simpler Energy,17.84,1 Year Fixed Loyalty,33.21,A,2143,N/A,Simpler Energy - Economy 7,On Demand,A,404.82,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,11.43,927.3,938.73,POST,PROSPECTIVE,OK,OK,OK,ERROR,,OK,OK,OK,OK,PAYM,D,INCR,11.43,2,,Miss Lucinda Elrick,"6, Stalker Avenue",,,TILLICOULTRY,,FK136EY,"6, Stalker Avenue, Tillicoultry, FK136EY",94,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_N,OVO,23497726,23497726,,South Lanarkshire Council,,"1, Mcintyre Terrace",Cambuslang,,GLASGOW,G727HT,,,,,,,,N,N,0.701,0.701,0.2641,0.2755,0.2155,0.2143,0,0,0,0,0.3631,0.3631,0.0648,0.0657,1108.18,1131.93,0,23.75,543.34,549.34,0,6,Simpler Energy - Economy 10,61.99,1 Year Fixed Loyalty,88.97,Simpler Energy,37.16,1 Year Fixed Loyalty,53.16,A,3459,N/A,Simpler Energy - Economy 10,On Demand,A,6341.23,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,29.75,1651.52,1681.27,OPTED OUT,PROSPECTIVE,OK,OK,OK,ERROR,,OK,OK,OK,OK,PAYM,B,INCR,29.75,2,,South Lanarkshire Council,"1, Mcintyre Terrace",Cambuslang,,GLASGOW,,G727HT,"1, Mcintyre Terrace, Cambuslang, Glasgow, G727HT",95,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_K,OVO,26382366,26382366,,BALPREET,SINGH,"34, Greenmeadow Road",,,NEWPORT,NP194LQ,,,,,,,,N,N,0.7013,0.7012,0.3588,0.3112,0.2064,0.2231,0.2129,0.2353,0,0,0.363,0.3629,0.0678,0.0689,1212.18,1232.22,0,20.04,702.86,711.65,0,8.79,Simpler Energy,998.28,1 Year Fixed Loyalty,999.05,Simpler Energy,45.46,1 Year Fixed Loyalty,61.68,E,3900,N/A,Simpler Energy - 3 Rate (Heating),On Demand,A,8408.8,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,28.83,1915.04,1943.87,OPTED OUT,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,B,INCR,28.83,3,,Balpreet Singh,"34, Greenmeadow Road",,,NEWPORT,,NP194LQ,"34, Greenmeadow Road, Newport, NP194LQ",101,03-Dec-24,,,,
Credit - Non Exotic - Letter,POST,Dual Fuel,_K,OVO,21566762,21566762,Mrs,C,BURCH,5 SOUTH COURT FLATS,Park terrace,,LLANDRINDOD WELLS,LD1 6AU,,,,,,,,N,N,0.7013,0.7012,0.2913,0.2934,0.1815,0.1909,0,0,0,0,0.363,0.3629,0.0678,0.0689,1232.5,1258.09,0,25.59,132.56,132.52,0.04,0,Simpler Energy - Economy 7,74.64,1 Year Fixed Loyalty - Economy 7,104.76,Simpler Energy,16.33,1 Year Fixed Loyalty,31.66,A,4224,N/A,Simpler Energy - Economy 7,On Demand,A,1,N/A,Simpler Energy,On Demand,,,1st January 2025,,,0345 072 4347,https://www.ovoenergy.com/,,,,25.55,1365.06,1390.61,POST,PROSPECTIVE,OK,OK,OK,OK,,OK,OK,OK,OK,PAYM,D,INCR,25.55,2,,Mrs C Burch,5 South Court Flats,Park Terrace,,LLANDRINDOD WELLS,,LD1 6AU,"5 South Court Flats, Park Terrace, Llandrindod Wells, LD1 6AU",102,03-Dec-24,,,,
